RIC;ISIN;Company Common Name;TRBC Economic Sector Name;Country of Issuer
KNX;US4990491049;Knight-Swift Transportation Holdings Inc;Industrials;USA
AOS;US8318652091;A O Smith Corp;Industrials;USA
CFX;US1940141062;Colfax Corp;Industrials;USA
FIGS.K;US30260D1037;Figs Inc;Consumer Cyclicals;USA
LPI;US5168062058;Laredo Petroleum Inc;Energy;USA
VSCO.K;US9264001028;Victoria's Secret & Co;Consumer Cyclicals;USA
SPR;US8485741099;Spirit AeroSystems Holdings Inc;Industrials;USA
MTZ;US5763231090;MasTec Inc;Industrials;USA
NOV;US62955J1034;Nov Inc;Energy;USA
LSI;US53223X1072;Life Storage Inc;Real Estate;USA
SLG;US78440X8048;SL Green Realty Corp;Real Estate;USA
SM;US78454L1008;SM Energy Co;Energy;USA
HRI;US42704L1044;Herc Holdings Inc;Industrials;USA
IRM;US46284V1017;Iron Mountain Inc;Real Estate;USA
TOL;US8894781033;Toll Brothers Inc;Consumer Cyclicals;USA
VAC;US57164Y1073;Marriott Vacations Worldwide Corp;Consumer Cyclicals;USA
ACM;US00766T1007;AECOM;Industrials;USA
CABO.K;US12685J1051;Cable One Inc;Technology;USA
TFX;US8793691069;Teleflex Inc;Healthcare;USA
VRT;US92537N1081;Vertiv Holdings Co;Industrials;USA
PAG;US70959W1036;Penske Automotive Group Inc;Consumer Cyclicals;USA
MTDR.K;US5764852050;Matador Resources Co;Energy;USA
LPX;US5463471053;Louisiana-Pacific Corp;Basic Materials;USA
HUBB.K;US4435106079;Hubbell Inc;Industrials;USA
JLL;US48020Q1076;Jones Lang LaSalle Inc;Real Estate;USA
LII;US5261071071;Lennox International Inc;Industrials;USA
ATKR.K;US0476491081;Atkore Inc;Industrials;USA
PLAN.K;US03272L1089;Anaplan Inc;Technology;USA
GWRE.K;US40171V1008;Guidewire Software Inc;Technology;USA
INSP.K;US4577301090;Inspire Medical Systems Inc;Healthcare;USA
PKG;US6951561090;Packaging Corp of America;Basic Materials;USA
PLNT.K;US72703H1014;Planet Fitness Inc;Consumer Cyclicals;USA
SMG;US8101861065;Scotts Miracle-Gro Co;Basic Materials;USA
WLK;US9604131022;Westlake Chemical Corp;Basic Materials;USA
FND;US3397501012;Floor & Decor Holdings Inc;Consumer Cyclicals;USA
TRGP.K;US87612G1013;Targa Resources Corp;Energy;USA
SCI;US8175651046;Service Corporation International;Consumer Non-Cyclicals;USA
THO;US8851601018;Thor Industries Inc;Consumer Cyclicals;USA
ARW;US0427351004;Arrow Electronics Inc;Technology;USA
PII;US7310681025;Polaris Inc;Consumer Cyclicals;USA
LEA;US5218652049;Lear Corp;Consumer Cyclicals;USA
NYCB.K;US6494451031;New York Community Bancorp Inc;Financials;USA
GPC;US3724601055;Genuine Parts Co;Consumer Cyclicals;USA
SGFY.K;US82671G1004;Signify Health Inc;Healthcare;USA
FHN;US3205171057;First Horizon Corp;Financials;USA
LDOS.K;US5253271028;Leidos Holdings Inc;Technology;USA
NRG;US6293775085;NRG Energy Inc;Utilities;USA
WRK;US96145D1054;Westrock Co;Basic Materials;USA
SMAR.K;US83200N1037;Smartsheet Inc;Technology;USA
BC;US1170431092;Brunswick Corp;Consumer Cyclicals;USA
ATO;US0495601058;Atmos Energy Corp;Utilities;USA
NLSN.K;GB00BWFY5505;Nielsen Holdings PLC;Consumer Cyclicals;USA
AYX;US02156B1035;Alteryx Inc;Technology;USA
PNW;US7234841010;Pinnacle West Capital Corp;Utilities;USA
SCCO.K;US84265V1052;Southern Copper Corp;Basic Materials;USA
NYT;US6501111073;New York Times Co;Consumer Cyclicals;USA
TTC;US8910921084;Toro Co;Industrials;USA
AGCO.K;US0010841023;AGCO Corp;Industrials;USA
WEX;US96208T1043;WEX Inc;Industrials;USA
AYI;US00508Y1029;Acuity Brands Inc;Consumer Cyclicals;USA
RHI;US7703231032;Robert Half International Inc;Industrials;USA
MDLA.K;US5840211099;Medallia Inc;Technology;USA
CIEN.K;US1717793095;Ciena Corp;Technology;USA
SRC;US84860W3007;Spirit Realty Capital Inc;Real Estate;USA
CNX;US12653C1080;CNX Resources Corp;Energy;USA
BAH;US0995021062;Booz Allen Hamilton Holding Corp;Technology;USA
NRZ;US64828T2015;New Residential Investment Corp;Real Estate;USA
WAL;US9576381092;Western Alliance Bancorp;Financials;USA
IIPR.K;US45781V1017;Innovative Industrial Properties Inc;Real Estate;USA
SEAS.K;US81282V1008;SeaWorld Entertainment Inc;Consumer Cyclicals;USA
SHAK.K;US8190471016;Shake Shack Inc;Consumer Cyclicals;USA
LTHM.K;US53814L1089;Livent Corp;Basic Materials;USA
RXN;US76169B1026;Zurn Water Solutions Corp;Industrials;USA
OSH;US67181A1079;Oak Street Health Inc;Healthcare;USA
BXMT.K;US09257W1009;Blackstone Mortgage Trust Inc;Real Estate;USA
ANF;US0028962076;Abercrombie & Fitch Co;Consumer Cyclicals;USA
BFb;US1156372096;Brown-Forman Corp;Consumer Non-Cyclicals;USA
RS;US7595091023;Reliance Steel & Aluminum Co;Basic Materials;USA
MAN;US56418H1005;ManpowerGroup Inc;Industrials;USA
RKT;US77311W1018;Rocket Companies Inc;Financials;USA
BJ;US05550J1016;BJ's Wholesale Club Holdings Inc;Consumer Cyclicals;USA
KAR;US48238T1097;KAR Auction Services Inc;Consumer Cyclicals;USA
FRT;US3137472060;Federal Realty Investment Trust;Real Estate;USA
BFAM.K;US1091941005;Bright Horizons Family Solutions Inc;Consumer Non-Cyclicals;USA
PD;US69553P1003;PagerDuty Inc;Technology;USA
JNPR.K;US48203R1041;Juniper Networks Inc;Technology;USA
GDDY.K;US3802371076;GoDaddy Inc;Technology;USA
WH;US98311A1051;Wyndham Hotels & Resorts Inc;Consumer Cyclicals;USA
MUR;US6267171022;Murphy Oil Corp;Energy;USA
HR;US4219461047;Healthcare Realty Trust Inc;Real Estate;USA
MGY;US5596631094;Magnolia Oil & Gas Corp;Energy;USA
THC;US88033G4073;Tenet Healthcare Corp;Healthcare;USA
TREX.K;US89531P1057;Trex Company Inc;Consumer Cyclicals;USA
BE;US0937121079;Bloom Energy Corp;Industrials;USA
RVLV.K;US76156B1070;Revolve Group Inc;Consumer Cyclicals;USA
SNV;US87161C5013;Synovus Financial Corp;Financials;USA
DEN;US24790A1016;Denbury Inc;Energy;USA
BERY.K;US08579W1036;Berry Global Group Inc;Basic Materials;USA
HFC;US4361061082;HollyFrontier Corp;Energy;USA
OGN;US68622V1061;Organon & Co;Healthcare;USA
DDD;US88554D2053;3D Systems Corp;Technology;USA
ELS;US29472R1086;Equity LifeStyle Properties Inc;Real Estate;USA
CNK;US17243V1026;Cinemark Holdings Inc;Consumer Cyclicals;USA
ELY;US1311931042;Callaway Golf Co;Consumer Cyclicals;USA
GXO;US36262G1013;GXO Logistics Inc;Industrials;USA
NOVA.K;US86745K1043;Sunnova Energy International Inc;Energy;USA
RBC;US7587501039;Regal Rexnord Corp;Industrials;USA
CRI;US1462291097;Carter's Inc;Consumer Cyclicals;USA
PK;US7005171050;Park Hotels & Resorts Inc;Real Estate;USA
JOBY.K;KYG651631007;Joby Aviation Inc;Industrials;USA
HOG;US4128221086;Harley-Davidson Inc;Consumer Cyclicals;USA
CUBE.K;US2296631094;CubeSmart;Real Estate;USA
BLD;US89055F1030;TopBuild Corp;Industrials;USA
RAD;US7677548726;Rite Aid Corp;Consumer Non-Cyclicals;USA
SC;US80283M1018;Santander Consumer USA Holdings Inc;Financials;USA
GGG;US3841091040;Graco Inc;Industrials;USA
AIZ;US04621X1081;Assurant Inc;Financials;USA
AFG;US0259321042;American Financial Group Inc;Financials;USA
CANO.K;US13781Y1038;Cano Health Inc;Healthcare;USA
DTM;US23345M1071;DT Midstream Inc;Energy;USA
EAT;US1096411004;Brinker International Inc;Consumer Cyclicals;USA
TROX.K;GB00BJT16S69;Tronox Holdings PLC;Basic Materials;USA
CRC;US13057Q3056;California Resources Corp;Energy;USA
STWD.K;US85571B1052;Starwood Property Trust Inc;Real Estate;USA
DDS;US2540671011;Dillard's Inc;Consumer Cyclicals;USA
STAG.K;US85254J1025;STAG Industrial Inc;Real Estate;USA
BKI;US09215C1053;Black Knight Inc;Technology;USA
WLL;US9663875089;Whiting Petroleum Corp;Energy;USA
IEX;US45167R1041;IDEX Corp;Industrials;USA
TDC;US88076W1036;Teradata Corp;Technology;USA
BIG;US0893021032;Big Lots Inc;Consumer Cyclicals;USA
SPB;US84790A1051;Spectrum Brands Holdings Inc;Consumer Cyclicals;USA
DNB;US26484T1060;Dun & Bradstreet Holdings Inc;Industrials;USA
ARES.K;US03990B1017;Ares Management Corp;Financials;USA
SIX;US83001A1025;Six Flags Entertainment Corp;Consumer Cyclicals;USA
AHT;US0441038694;Ashford Hospitality Trust Inc;Real Estate;USA
RSI;US7820111000;Rush Street Interactive Inc;Consumer Cyclicals;USA
BHVN.K;VGG111961055;Biohaven Pharmaceutical Holding Company Ltd;Healthcare;USA
RHP;US78377T1079;Ryman Hospitality Properties Inc;Real Estate;USA
APLE.K;US03784Y2000;Apple Hospitality REIT Inc;Real Estate;USA
HII;US4464131063;Huntington Ingalls Industries Inc;Industrials;USA
WMS;US00790R1041;Advanced Drainage Systems Inc;Consumer Cyclicals;USA
STOR.K;US8621211007;STORE Capital Corp;Real Estate;USA
SLQT.K;US8163073005;SelectQuote Inc;Financials;USA
YELP.K;US9858171054;Yelp Inc;Technology;USA
ALSN.K;US01973R1014;Allison Transmission Holdings Inc;Industrials;USA
OGE;US6708371033;OGE Energy Corp;Utilities;USA
L;US5404241086;Loews Corp;Financials;USA
CWH;US13462K1097;Camping World Holdings Inc;Consumer Cyclicals;USA
NVRO.K;US64157F1030;Nevro Corp;Healthcare;USA
AJRD.K;US0078001056;Aerojet Rocketdyne Holdings Inc;Industrials;USA
DXC;US23355L1061;DXC Technology Co;Technology;USA
EQC;US2946281027;Equity Commonwealth;Real Estate;USA
COR;US21870Q1058;CoreSite Realty Corp;Real Estate;USA
UFAB.K;US90915J1034;Unique Fabricating Inc;Basic Materials;USA
WRB;US0844231029;W R Berkley Corp;Financials;USA
SEE;US81211K1007;Sealed Air Corp;Basic Materials;USA
BRX;US11120U1051;Brixmor Property Group Inc;Real Estate;USA
PFSI.K;US70932M1071;PennyMac Financial Services Inc;Financials;USA
DEI;US25960P1093;Douglas Emmett Inc;Real Estate;USA
PEN;US70975L1070;Penumbra Inc;Healthcare;USA
MKL;US5705351048;Markel Corp;Financials;USA
BALY.K;US05875B1061;Bally's Corp;Consumer Cyclicals;USA
EHC;US29261A1007;Encompass Health Corp;Healthcare;USA
LC;US52603A2087;LendingClub Corp;Financials;USA
TKR;US8873891043;Timken Co;Industrials;USA
HGV;US43283X1054;Hilton Grand Vacations Inc;Consumer Cyclicals;USA
SAFE.K;US78645L1008;Safehold Inc;Real Estate;USA
ST;GB00BFMBMT84;Sensata Technologies Holding PLC;Technology;USA
RPM;US7496851038;RPM International Inc;Basic Materials;USA
MAC;US5543821012;Macerich Co;Real Estate;USA
WK;US98139A1051;Workiva Inc;Technology;USA
OMF;US68268W1036;OneMain Holdings Inc;Financials;USA
FR;US32054K1034;First Industrial Realty Trust Inc;Real Estate;USA
ROL;US7757111049;Rollins Inc;Industrials;USA
SHO;US8678921011;Sunstone Hotel Investors Inc;Real Estate;USA
FLR;US3434121022;Fluor Corp;Industrials;USA
TPL;US88262P1021;Texas Pacific Land Corp;Energy;USA
HEI;US4228061093;HEICO Corp;Industrials;USA
SITE.K;US82982L1035;SiteOne Landscape Supply Inc;Consumer Non-Cyclicals;USA
ASH;US0441861046;Ashland Global Holdings Inc;Basic Materials;USA
HXL;US4282911084;Hexcel Corp;Industrials;USA
IAA;US4492531037;IAA Inc;Consumer Cyclicals;USA
LEVI.K;US52736R1023;Levi Strauss & Co;Consumer Cyclicals;USA
NNN;US6374171063;National Retail Properties Inc;Real Estate;USA
GPI;US3989051095;Group 1 Automotive Inc;Consumer Cyclicals;USA
RCUS.K;US03969F1093;Arcus Biosciences Inc;Healthcare;USA
UGI;US9026811052;UGI Corp;Utilities;USA
STEM.K;US85859N1028;Stem Inc;Industrials;USA
TMX;US88087E1001;Terminix Global Holdings Inc;Industrials;USA
JBT;US4778391049;John Bean Technologies Corp;Industrials;USA
RGA;US7593516047;Reinsurance Group of America Inc;Financials;USA
R;US7835491082;Ryder System Inc;Industrials;USA
EVR;US29977A1051;Evercore Inc;Financials;USA
OMI;US6907321029;Owens & Minor Inc;Healthcare;USA
WCC;US95082P1057;Wesco International Inc;Industrials;USA
CACI.K;US1271903049;CACI International Inc;Technology;USA
FUL;US3596941068;HB Fuller Co;Basic Materials;USA
GPK;US3886891015;Graphic Packaging Holding Co;Basic Materials;USA
TEX;US8807791038;Terex Corp;Industrials;USA
WTRG.K;US29670G1022;Essential Utilities Inc;Utilities;USA
WBS;US9478901096;Webster Financial Corp;Financials;USA
ARCH.K;US03940R1077;Arch Resources Inc;Energy;USA
FORG.K;US34631B1017;ForgeRock Inc;Technology;USA
BOOT.K;US0994061002;Boot Barn Holdings Inc;Consumer Cyclicals;USA
ETRN.K;US2946001011;Equitrans Midstream Corp;Energy;USA
CFR;US2298991090;Cullen/Frost Bankers Inc;Financials;USA
MSM;US5535301064;MSC Industrial Direct Co Inc;Industrials;USA
VNT;US9288811014;Vontier Corp;Technology;USA
AMN;US0017441017;AMN Healthcare Services Inc;Healthcare;USA
GMED.K;US3795772082;Globus Medical Inc;Healthcare;USA
SWCH.K;US87105L1044;Switch Inc;Technology;USA
OWL;US09581B1035;Blue Owl Capital Inc;Financials;USA
DNMR.K;US2362721001;Danimer Scientific Inc;Basic Materials;USA
CRK;US2057683029;Comstock Resources Inc;Energy;USA
INGR.K;US4571871023;Ingredion Inc;Consumer Non-Cyclicals;USA
HL;US4227041062;Hecla Mining Co;Basic Materials;USA
FAF;US31847R1023;First American Financial Corp;Financials;USA
ESI;US28618M1062;Element Solutions Inc;Basic Materials;USA
NSA;US6378701063;National Storage Affiliates Trust;Real Estate;USA
SUM;US86614U1007;Summit Materials Inc;Basic Materials;USA
TSE;LU1057788488;Trinseo SA;Basic Materials;USA
ITT;US45073V1089;ITT Inc;Industrials;USA
ENR;US29272W1099;Energizer Holdings Inc;Industrials;USA
GKOS.K;US3773221029;Glaukos Corp;Healthcare;USA
CHE;US16359R1032;Chemed Corp;Healthcare;USA
CMC;US2017231034;Commercial Metals Co;Basic Materials;USA
APG;US00187Y1001;APi Group Corp;Industrials;USA
WBT;US9490901041;Welbilt Inc;Industrials;USA
BKU;US06652K1034;BankUnited Inc;Financials;USA
RMO;US7761531083;Romeo Power Inc;Industrials;USA
TNL;US8941641024;Travel + Leisure Co;Consumer Cyclicals;USA
NCR;US62886E1082;NCR Corp;Technology;USA
ABG;US0434361046;Asbury Automotive Group Inc;Consumer Cyclicals;USA
AQUA.K;US30057T1051;Evoqua Water Technologies Corp;Industrials;USA
AZEK.K;US05478C1053;Azek Company Inc;Consumer Cyclicals;USA
GL;US37959E1029;Globe Life Inc;Financials;USA
Y;US0171751003;Alleghany Corp;Financials;USA
ACC;US0248351001;American Campus Communities Inc;Real Estate;USA
LEG;US5246601075;Leggett & Platt Inc;Consumer Cyclicals;USA
FNB;US3025201019;FNB Corp;Financials;USA
MUSA.K;US6267551025;Murphy Usa Inc;Energy;USA
EME;US29084Q1004;EMCOR Group Inc;Industrials;USA
PBI;US7244791007;Pitney Bowes Inc;Technology;USA
BCEI.K;US0977934001;Bonanza Creek Energy Inc;Energy;USA
QTWO.K;US74736L1098;Q2 Holdings Inc;Technology;USA
POST.K;US7374461041;Post Holdings Inc;Consumer Non-Cyclicals;USA
STL;US85917A1007;Sterling Bancorp;Financials;USA
OUT;US69007J1060;OUTFRONT Media Inc;Real Estate;USA
ACI;US0130911037;Albertsons Companies Inc;Consumer Non-Cyclicals;USA
DM;US25058X1054;Desktop Metal Inc;Technology;USA
KBR;US48242W1062;KBR Inc;Technology;USA
SAH;US83545G1022;Sonic Automotive Inc;Consumer Cyclicals;USA
CIT;US1255818015;CIT Group Inc;Financials;USA
HRB;US0936711052;H & R Block Inc;Consumer Non-Cyclicals;USA
OLO;US68134L1098;Olo Inc;Technology;USA
SF;US8606301021;Stifel Financial Corp;Financials;USA
DBI;US2505651081;Designer Brands Inc;Consumer Cyclicals;USA
ASB;US0454871056;Associated Banc-Corp;Financials;USA
HAE;US4050241003;Haemonetics Corp;Healthcare;USA
ORI;US6802231042;Old Republic International Corp;Financials;USA
ADC;US0084921008;Agree Realty Corp;Real Estate;USA
DCI;US2576511099;Donaldson Company Inc;Industrials;USA
NEWR.K;US64829B1008;New Relic Inc;Technology;USA
MTH;US59001A1025;Meritage Homes Corp;Consumer Cyclicals;USA
ASGN.K;US00191U1025;ASGN Inc;Technology;USA
RLGY.K;US75605Y1064;Realogy Holdings Corp;Real Estate;USA
BCO;US1096961040;Brinks Co;Industrials;USA
PNM;US69349H1077;PNM Resources Inc;Utilities;USA
HIW;US4312841087;Highwoods Properties Inc;Real Estate;USA
BXS;US05971J1025;BancorpSouth Bank;Financials;USA
VZIO.K;US92858V1017;Vizio Holding Corp;Technology;USA
MED;US58470H1014;Medifast Inc;Consumer Non-Cyclicals;USA
PHR;US71944F1066;Phreesia Inc;Technology;USA
DOC;US71943U1043;Physicians Realty Trust;Real Estate;USA
WSO;US9426222009;Watsco Inc;Industrials;USA
HLI;US4415931009;Houlihan Lokey Inc;Financials;USA
CALX.K;US13100M5094;Calix Inc;Technology;USA
MSGS.K;US55825T1034;Madison Square Garden Sports Corp;Consumer Cyclicals;USA
GSAT.K;US3789734080;Globalstar Inc;Technology;USA
EPR;US26884U1097;EPR Properties;Real Estate;USA
TPH;US87265H1095;Tri Pointe Homes Inc (Delaware);Consumer Cyclicals;USA
AM;US03676B1026;Antero Midstream Corp;Energy;USA
SENS.K;US81727U1051;Senseonics Holdings Inc;Healthcare;USA
HASI.K;US41068X1000;Hannon Armstrong Sustainable Infrastructure Capital Inc;Real Estate;USA
SAIL.K;US78781P1057;SailPoint Technologies Holdings Inc;Technology;USA
JBGS.K;US46590V1008;JBG SMITH Properties;Real Estate;USA
FLS;US34354P1057;Flowserve Corp;Industrials;USA
RYN;US7549071030;Rayonier Inc;Real Estate;USA
EPRT.K;US29670E1073;Essential Properties Realty Trust Inc;Real Estate;USA
HP;US4234521015;Helmerich and Payne Inc;Energy;USA
DAN;US2358252052;Dana Inc;Consumer Cyclicals;USA
MTG;US5528481030;MGIC Investment Corp;Financials;USA
UNVR.K;US91336L1070;Univar Solutions Inc;Basic Materials;USA
CLH;US1844961078;Clean Harbors Inc;Industrials;USA
GWB;US3914161043;Great Western Bancorp Inc;Financials;USA
WGO;US9746371007;Winnebago Industries Inc;Consumer Cyclicals;USA
ATI;US01741R1023;Allegheny Technologies Inc;Basic Materials;USA
HAYW.K;US4212981009;Hayward Holdings Inc;Industrials;USA
TMHC.K;US87724P1066;Taylor Morrison Home Corp;Consumer Cyclicals;USA
ZIP;US98980B1035;Ziprecruiter Inc;Industrials;USA
ATR;US0383361039;Aptargroup Inc;Basic Materials;USA
ORC;US68571X1037;Orchid Island Capital Inc;Real Estate;USA
MGP;US55303A1051;MGM Growth Properties LLC;Real Estate;USA
VVV;US92047W1018;Valvoline Inc;Basic Materials;USA
CW;US2315611010;Curtiss-Wright Corp;Industrials;USA
AGR;US05351W1036;Avangrid Inc;Utilities;USA
THG;US4108671052;Hanover Insurance Group Inc;Financials;USA
AMG;US0082521081;Affiliated Managers Group Inc;Financials;USA
SNX;US87162W1009;SYNNEX Corp;Technology;USA
PEB;US70509V1008;Pebblebrook Hotel Trust;Real Estate;USA
TWO;US90187B4086;Two Harbors Investment Corp;Real Estate;USA
CIM;US16934Q2084;Chimera Investment Corp;Real Estate;USA
WWE;US98156Q1085;World Wrestling Entertainment Inc;Consumer Cyclicals;USA
LAW;US1263271058;CS Disco Inc;Technology;USA
LXP;US5290431015;Lexington Realty Trust;Real Estate;USA
PSTH.K;US71531R1095;Pershing Square Tontine Holdings Ltd;Financials;USA
COOK.K;US89269P1030;Traeger Inc;Consumer Cyclicals;USA
NHI;US63633D1046;National Health Investors Inc;Real Estate;USA
AWI;US04247X1028;Armstrong World Industries Inc;Consumer Cyclicals;USA
EBS;US29089Q1058;Emergent BioSolutions Inc;Healthcare;USA
EAF;US3843135084;GrafTech International Ltd;Industrials;USA
AIRC.K;US03750L1098;Apartment Income REIT Corp;Real Estate;USA
SWX;US8448951025;Southwest Gas Holdings Inc;Utilities;USA
KEX;US4972661064;Kirby Corp;Industrials;USA
CNMD.K;US2074101013;Conmed Corp;Healthcare;USA
AL;US00912X3026;Air Lease Corp;Industrials;USA
CHH;US1699051066;Choice Hotels International Inc;Consumer Cyclicals;USA
CDE;US1921085049;Coeur Mining Inc;Basic Materials;USA
MDU;US5526901096;MDU Resources Group Inc;Utilities;USA
MSGE.K;US55826T1025;Madison Square Garden Entertainment Corp;Consumer Cyclicals;USA
AVYA.K;US05351X1019;Avaya Holdings Corp;Technology;USA
SKY;US8308301055;Skyline Champion Corp;Consumer Cyclicals;USA
OSCR.K;US6877931096;Oscar Health Inc;Financials;USA
UEC;US9168961038;Uranium Energy Corp;Energy;USA
POR;US7365088472;Portland General Electric Co;Utilities;USA
SXT;US81725T1007;Sensient Technologies Corp;Basic Materials;USA
SEM;US81619Q1058;Select Medical Holdings Corp;Healthcare;USA
COMP.K;US20464U1007;Compass Inc;Technology;USA
HYLN.K;US4491091074;Hyliion Holdings Corp;Industrials;USA
FCN;US3029411093;FTI Consulting Inc;Industrials;USA
PB;US7436061052;Prosperity Bancshares Inc;Financials;USA
SSTK.K;US8256901005;Shutterstock Inc;Technology;USA
PRI;US74164M1080;Primerica Inc;Financials;USA
EVRI.K;US30034T1034;Everi Holdings Inc;Consumer Cyclicals;USA
MSA;US5534981064;MSA Safety Inc;Industrials;USA
CR;US2243991054;Crane Co;Industrials;USA
IDA;US4511071064;Idacorp Inc;Utilities;USA
ORCC.K;US69121K1043;Owl Rock Capital Corp;Financials;USA
EDR;US29260Y1091;Endeavor Group Holdings Inc;Consumer Cyclicals;USA
KTB;US50050N1037;Kontoor Brands Inc;Consumer Cyclicals;USA
CNO;US12621E1038;CNO Financial Group Inc;Financials;USA
ORA;US6866881021;Ormat Technologies Inc;Utilities;USA
BDN;US1053682035;Brandywine Realty Trust;Real Estate;USA
KFY;US5006432000;Korn Ferry;Industrials;USA
MXL;US57776J1007;Maxlinear Inc;Technology;USA
ESRT.K;US2921041065;Empire State Realty Trust Inc;Real Estate;USA
CNNE.K;US13765N1072;Cannae Holdings Inc;Consumer Cyclicals;USA
SON;US8354951027;Sonoco Products Co;Basic Materials;USA
CUZ;US2227955026;Cousins Properties Inc;Real Estate;USA
MMS;US5779331041;Maximus Inc;Industrials;USA
EGP;US2772761019;Eastgroup Properties Inc;Real Estate;USA
PSN;US70202L1026;Parsons Corp;Technology;USA
ABR;US0389231087;Arbor Realty Trust Inc;Real Estate;USA
ARR;US0423155078;ARMOUR Residential REIT Inc;Real Estate;USA
TRNO.K;US88146M1018;Terreno Realty Corp;Real Estate;USA
REZI.K;US76118Y1047;Resideo Technologies Inc;Industrials;USA
FSK;US3026352068;FS KKR Capital Corp;Financials;USA
BGS;US05508R1068;B&G Foods Inc;Consumer Non-Cyclicals;USA
OPAD.K;US67623L1098;Offerpad Solutions Inc;Real Estate;USA
PRLB.K;US7437131094;Proto Labs Inc;Industrials;USA
PWSC.K;US73939C1062;PowerSchool Holdings Inc;Technology;USA
HPP;US4440971095;Hudson Pacific Properties Inc;Real Estate;USA
MDC;US5526761086;MDC Holdings Inc;Consumer Cyclicals;USA
VMI;US9202531011;Valmont Industries Inc;Industrials;USA
PCOR.K;US74275K1088;Procore Technologies Inc;Technology;USA
YOU;US18467V1098;Clear Secure Inc;Technology;USA
GES;US4016171054;Guess? Inc;Consumer Cyclicals;USA
AGL;US00857U1079;agilon health Inc;Healthcare;USA
KMT;US4891701009;Kennametal Inc;Industrials;USA
JELD.K;US47580P1030;JELD-WEN Holding Inc;Consumer Cyclicals;USA
AMRC.K;US02361E1082;Ameresco Inc;Energy;USA
RWT;US7580754023;Redwood Trust Inc;Real Estate;USA
PAR;US6988841036;PAR Technology Corp;Technology;USA
THS;US89469A1043;TreeHouse Foods Inc;Consumer Non-Cyclicals;USA
LBRT.K;US53115L1044;Liberty Oilfield Services Inc;Energy;USA
NSP;US45778Q1076;Insperity Inc;Industrials;USA
NUS;US67018T1051;NU Skin Enterprises Inc;Consumer Non-Cyclicals;USA
RDN;US7502361014;Radian Group Inc;Financials;USA
HHC;US44267D1072;Howard Hughes Corp;Real Estate;USA
PRTY.K;US7021491052;Party City Holdco Inc;Consumer Cyclicals;USA
KN;US49926D1090;Knowles Corp;Technology;USA
SR;US84857L1017;Spire Inc;Utilities;USA
OGS;US68235P1084;ONE Gas Inc;Utilities;USA
ML;US60938K1060;MoneyLion Inc;Technology;USA
MAXR.K;US57778K1051;Maxar Technologies Inc;Technology;USA
ENV;US29404K1060;Envestnet Inc;Technology;USA
BWXT.K;US05605H1005;BWX Technologies Inc;Industrials;USA
SAIC.K;US8086251076;Science Applications International Corp;Technology;USA
LRN;US86333M1080;Stride Inc;Academic & Educational Services;USA
GVA;US3873281071;Granite Construction Inc;Industrials;USA
BNL;US11135E2037;Broadstone Net Lease Inc;Real Estate;USA
BEPC.K;CA11284V1058;Brookfield Renewable Corp;Utilities;USA
HI;US4315711089;Hillenbrand Inc;Industrials;USA
PRG;US74319R1014;PROG Holdings Inc;Consumer Cyclicals;USA
CYH;US2036681086;Community Health Systems Inc;Healthcare;USA
BKE;US1184401065;Buckle Inc;Consumer Cyclicals;USA
SJI;US8385181081;South Jersey Industries Inc;Utilities;USA
RLJ;US74965L1017;RLJ Lodging Trust;Real Estate;USA
STAR.K;US45031U1016;iStar Inc;Real Estate;USA
CCS;US1565043007;Century Communities Inc;Consumer Cyclicals;USA
DLB;US25659T1079;Dolby Laboratories Inc;Consumer Cyclicals;USA
WTS;US9427491025;Watts Water Technologies Inc;Industrials;USA
AMWL.K;US03044L1052;American Well Corp;Healthcare;USA
MC;US60786M1053;Moelis & Co;Financials;USA
WTM;BMG9618E1075;White Mountains Insurance Group Ltd;Financials;USA
SEMR.K;US81686C1045;SEMrush Holdings Inc;Technology;USA
CODI.K;US20451Q1040;Compass Diversified Holdings;Financials;USA
ONTO.K;US6833441057;Onto Innovation Inc;Technology;USA
HCC;US93627C1018;Warrior Met Coal Inc;Basic Materials;USA
NOG;US6655313079;Northern Oil and Gas Inc;Energy;USA
BIPC.K;CA11275Q1072;Brookfield Infrastructure Corp;Utilities;USA
IBP;US45780R1014;Installed Building Products Inc;Industrials;USA
ADT;US00090Q1031;ADT Inc;Technology;USA
ARNC.K;US03966V1070;Arconic Corp (PITTSBURGH);Basic Materials;USA
DK;US24665A1034;Delek US Holdings Inc;Energy;USA
PING.K;US72341T1034;Ping Identity Holding Corp;Technology;USA
ACY;US0077371096;AeroCentury Corp;Financials;USA
BKD;US1124631045;Brookdale Senior Living Inc;Healthcare;USA
ENS;US29275Y1029;EnerSys;Industrials;USA
ETWO.K;US29788T1034;E2open Parent Holdings Inc;Technology;USA
EGHT.K;US2829141009;8x8 Inc;Technology;USA
BFLY.K;US1241551027;Butterfly Network Inc;Healthcare;USA
SITC.K;US82981J1097;Site Centers Corp;Real Estate;USA
DY;US2674751019;Dycom Industries Inc;Industrials;USA
KOS;US5006881065;Kosmos Energy Ltd;Energy;USA
MEG;US6151111019;Montrose Environmental Group Inc;Industrials;USA
NRDY.K;US64081V1098;Nerdy Inc;Technology;USA
RAMP.K;US53815P1084;Liveramp Holdings Inc;Technology;USA
OFC;US22002T1088;Corporate Office Properties Trust;Real Estate;USA
