RIC;ISIN;Company Common Name;TRBC Economic Sector Name;Country of Issuer
IMCI.PK;US4569103066;Infinite Group Inc;Technology;USA
GAHC.PK;US37951M1027;Global Arena Holding Inc;Technology;USA
VRTK.PK;US9223021042;VarTech Systems Inc;Technology;USA
SFWJ.PK;US83403D1000;Software Effective Solutions Corp;Technology;USA
SKPO.PK;US83084C1080;Skye Petroleum Inc;Energy;USA
GSPI.PK;US3934111036;Green Star Products Inc;Energy;USA
BICB.PK;US09056U1079;Biocube Inc;Industrials;USA
DUTV.PK;US25400G1076;Digital Utilities Ventures Inc;Technology;USA
AMEN.PK;US0234773002;AMEN Properties Inc;Energy;USA
ENMI.PK;US25241A1034;DH Enchantment Inc;Energy;USA
AVOA.PK;US0538432073;Avoca LLC;Industrials;USA
TLDE.PK;US87256B1035;TLD3 Entertainment Group Inc;Technology;USA
GCAN.PK;US3916571033;Greater Cannabis Company Inc;Technology;USA
AIFS.PK;US00847D1081;Agent Information Software Inc;Technology;USA
WOWI.PK;US59163F2048;Metro One Telecommunications Inc;Technology;USA
SVAD.PK;US82846E2046;Silverton Adventures Inc;Industrials;USA
LAAB.PK;US85571L1035;Startech Labs Inc;Technology;USA
ECGS.PK;US27890J1043;Falcon Technologies Inc;Technology;USA
NOVC.PK;US66989V1070;Novation Companies Inc;Industrials;USA
LCTC.PK;US53220Y2072;Lifeloc Technologies Inc;Industrials;USA
ADVC.PK;US00761J2069;Advant-e Corp;Technology;USA
CHTM.PK;US1618792006;Chatham Corp;Industrials;USA
IWBB.PK;US46603Y3071;Tingo Inc;Technology;USA
AEPT.PK;US02563X2018;American Energy Partners Inc;Energy;USA
INLX.PK;US45825X2045;Intellinetics Inc;Technology;USA
DMRR.PK;US2396491068;Dayton & Michigan Railroad Co;Industrials;USA
SDNI.PK;US80589P2048;Scandia Inc;Industrials;USA
TCRI.PK;US87832T1079;TechCom Inc;Energy;USA
CVST.PK;US2235741046;Covista Communications Inc;Technology;USA
ZMRK.PK;US9888691030;Zalemark Holding Company Inc;Industrials;USA
AUGX.PK;US05105P1075;Augmedix Inc;Industrials;USA
TAUX.PK;US8810311089;Terre Aux Boeufs Land Co Inc;Industrials;USA
HUML.PK;US4450001023;Humble Energy Inc;Energy;USA
QMCI.PK;US7491141047;QuoteMedia Inc;Technology;USA
TRCK.PK;US89237L1017;Track Group Inc;Technology;USA
TGEN.PK;US87876P2011;Tecogen Inc;Industrials;USA
OPST.PK;US6710031013;Opt-Sciences Corp;Industrials;USA
ORBT.PK;US6855593041;Orbit International Corp;Industrials;USA
TIPS.PK;US8863071077;Tianrong Internet Products and Services Inc;Technology;USA
RBSY.PK;US77106R1014;RoboServer Systems Corp;Industrials;USA
REFG.PK;US5845021089;Medical Cannabis Payment Solutions;Industrials;USA
LIVC.PK;US5380311051;Live Current Media Inc;Technology;USA
LBWR.PK;US50545W1062;Labwire Inc;Technology;USA
INIS.PK;US45972C1027;International Isotopes Inc;Industrials;USA
EACO.PK;US26824A2050;EACO Corp;Industrials;USA
NNRI.PK;US6293551080;NNRF Inc;Industrials;USA
XALL.PK;US98388D1072;Xalles Holdings Inc;Industrials;USA
TXHG.PK;US87311R1014;TX Holdings Inc;Industrials;USA
REPO.PK;US63253U1051;National Asset Recovery Corp;Technology;USA
ATDS.PK;US23804G2030;Data443 Risk Mitigation Inc;Technology;USA
EKCS.PK;US2856171069;Electronic Control Security Inc;Technology;USA
RGSEQ.PK;US75601N5005;Real Goods Solar Inc;Energy;USA
BABL.PK;US12008D1081;Buildablock Corp.;Technology;USA
AMMX.PK;US02356P2092;AmeraMex International Inc;Industrials;USA
RSRV.PK;US7611021020;Reserve Petroleum Co;Energy;USA
ICCO.PK;US45845C1071;Intercare DX Inc;Technology;USA
QEGY.PK;US7476452088;Quantum Energy Inc;Energy;USA
GRCO.PK;US3936091020;Greenbelt Resources Corp;Industrials;USA
MRGE.PK;US60463B1098;Mirage Energy Corp;Energy;USA
HRST.PK;US41755V2016;Harvest Oil & Gas Corp;Energy;USA
APCX.PK;US03834B2007;Apptech Corp;Technology;USA
IDAI.PK;US8730483000;T Stamp Inc;Technology;USA
AIMH.PK;US0090032030;AimRite Holdings Corp;Technology;USA
RVBR.PK;US5706931012;Markray Corp;Industrials;USA
ATCD.PK;US0213672068;Altair Corp;Industrials;USA
NNUP.PK;US6552122078;Nocopi Technologies Inc;Industrials;USA
MBDC.PK;US5756001013;Massachusetts Business Development Corp;Industrials;USA
TRIQ.PK;US89416R1014;TraqIQ Inc;Technology;USA
TEXC.PK;US88289Q3074;Texcom Inc;Industrials;USA
PSTO.PK;US73938H1068;Powerstorm Holdings Inc;Technology;USA
DMFG.PK;US2434981021;Decker Manufacturing Corp;Industrials;USA
INTO.PK;US4572031072;Initio Inc;Industrials;USA
FSSN.PK;US33813L1017;Fision Corp;Technology;USA
WCUI.PK;US94973A1034;Wellness Center USA Inc;Technology;USA
IPTK.PK;US00214P1066;AS-IP Tech Inc;Technology;USA
SMGI.PK;US78454K1025;SMG Industries Inc;Energy;USA
TIKK.PK;US8791652071;Tel-Instrument Electronics Corp;Industrials;USA
SIMA.PK;US8354661030;Sonics & Materials Inc;Industrials;USA
QEBR.PK;US92828H1095;Virtual Medical International Inc;Technology;USA
BASXQ.PK;US06985P2092;Basic Energy Services Inc;Energy;USA
PDGO.PK;US69901U3068;Paradigm Oil and Gas Inc;Energy;USA
ZVTK.PK;US98953B3042;Zevotek Inc;Industrials;USA
SCTY.PK;US6094531059;Monitronics International Inc;Technology;USA
REOP.PK;US7602481043;Reo Plastics Inc;Industrials;USA
TSPG.PK;US87243J1025;TGI Solar Power Group Inc;Industrials;USA
ADMQ.PK;US00089T1007;Adm Endeavors Inc;Industrials;USA
GNOLF.PK;CA3719241018;Genoil Inc;Energy;USA
LFER.PK;US53216T2042;Life On Earth Inc;Technology;USA
PHIG.PK;US69360B1044;PHI Group Inc;Industrials;USA
LRDC.PK;US5168081025;Laredo Oil Inc;Energy;USA
JANL.PK;US47077R1095;Janel Corp;Industrials;USA
TNEN.PK;US89784T2006;True North Energy Corp;Energy;USA
ALTX.PK;US0214541031;Altex Industries Inc;Industrials;USA
MAJJ.PK;US5940602049;Michael Anthony Holdings Inc;Industrials;USA
ERHE.PK;US26884J2033;ERHC Energy Inc;Energy;USA
DPDW.PK;US24372A3059;Deep Down Inc;Energy;USA
FDCT.PK;US30259N1046;FDCTECH Inc;Technology;USA
BONL.PK;US0977702002;Bonal International Inc;Industrials;USA
SFIN.PK;US7864677049;Safetek International Inc;Industrials;USA
CRYM.PK;US22905K1051;Cryomass Technologies Inc;Industrials;USA
BWVI.PK;US09609E1055;Blue Water Ventures International Inc;Industrials;USA
FTRS.PK;US36118Q1058;Futuris Co;Industrials;USA
PKDC.PK;US7010816061;Parker Drilling Co;Energy;USA
QSEP.PK;US74736R1068;QS Energy Inc;Industrials;USA
MSGP.PK;US5850651051;Kenergy Scientific Inc;Energy;USA
IAHL.PK;US4507221038;IAHL Corp;Industrials;USA
AHIX.PK;US0221673082;ALUF Holdings Inc;Technology;USA
GOGR.PK;US38016U1051;Go Green Global Technologies Corp;Industrials;USA
SPRS.PK;US8689081045;Surge Components Inc;Technology;USA
JKSM.PK;US46650D1072;Jacksam Corp;Industrials;USA
SMAA.PK;US78446F2039;SMA Alliance Inc;Technology;USA
LTMP.PK;US02012P1066;Alltemp Inc;Technology;USA
PERL.PK;US7141501095;Perla Group International Inc;Industrials;USA
ALDS.PK;US03829G1076;APPlife Digital Solutions Inc;Technology;USA
DEWY.PK;US2520631027;Dewey Electronics Corp;Industrials;USA
MYHI.PK;US62405W1009;Mountain High Acquisitions Corp;Industrials;USA
MYDX.PK;US55404P1003;MyDx Inc;Technology;USA
ITNF.PK;US4609461060;Internet Infinity Inc;Technology;USA
ALLQ.PK;US01664B1008;All-Q-Tell Corp;Industrials;USA
ZICX.PK;US98953T1079;Zicix Corp;Technology;USA
XTPT.PK;US98419D1000;X -Tra Petroleum Inc;Energy;USA
STCC.PK;US8592401033;Sterling Consolidated Corp;Industrials;USA
VSYM.PK;US9267062019;View Systems Inc;Technology;USA
IHAI.PK;US4576723013;Innovative Holdings Alliance Inc;Technology;USA
SMDM.PK;US8293223041;Singing Machine Company Inc;Technology;USA
CTNR.PK;US15459P1084;Central Natural Resources Inc;Energy;USA
PAOS.PK;US03077Y1073;Amerinac Holding Corp;Industrials;USA
CGRW.PK;US13765E1073;Cannagrow Holdings Inc;Technology;USA
HEME.PK;US4222463063;Trustfeed Corp;Technology;USA
HPTO.PK;US4402713022;hopTo Inc;Technology;USA
CNGA.PK;US2058881002;Conair Corp;Industrials;USA
GRVE.PK;US3988451072;Groove Botanicals Inc;Energy;USA
GOGY.PK;US38105V1052;Golden Grail Technology Corp;Technology;USA
FULO.PK;US3598511026;Fullnet Communications Inc;Technology;USA
TNRG.PK;US88604Y2090;Thunder Energies Corp;Industrials;USA
HWAL.PK;US4361223039;Hollywall Entertainment Inc;Industrials;USA
CLRI.PK;US18506P2048;Cleartronic Inc;Technology;USA
BLLI.PK;US0781112000;Bell Industries Inc;Technology;USA
TRAC.PK;US8919181201;Track Data Corp;Industrials;USA
IHSI.PK;US45825D1090;Intelligent Highway Solutions Inc;Industrials;USA
ZHUD.PK;US98954V1017;Zhuding International Ltd;Industrials;USA
TLGN.PK;US89154K2015;Totally Green Inc;Industrials;USA
ROYL.PK;US78074G2003;Royale Energy Funds Inc;Energy;USA
SMKG.PK;US8316851026;Smart Card Marketing Systems Inc;Technology;USA
SFRX.PK;US8117331046;Seafarer Exploration Corp;Industrials;USA
TNLX.PK;US8932473049;Trans Lux Corp;Technology;USA
FRTN.PK;US34960D1081;Fortran Corp;Technology;USA
ITUP.PK;US46113X1046;Interups Inc;Technology;USA
MPAD.PK;US5951351049;Micropac Industries Inc;Technology;USA
DTRL.PK;US2510551094;Detroit Legal News Co;Industrials;USA
CRVW.PK;US1417431046;CareView Communications Inc;Technology;USA
VYND.PK;US92940G1040;Vynleads Inc;Technology;USA
NEOM.PK;US6405054007;NeoMedia Technologies Inc;Technology;USA
GERS.PK;US39571U6055;Greenshift Corp;Energy;USA
EMRH.PK;US29100M1099;Emerging Holdings Inc;Industrials;USA
AACS.PK;US0251991008;American Commerce Solutions Inc;Industrials;USA
ENKS.PK;US29278K1097;Enerkon Solar International Inc;Industrials;USA
DVLP.PK;US38089W1036;Golden Developing Solutions Inc;Technology;USA
UNSS.PK;US9138361020;Universal Solar Technology Inc;Energy;USA
CCOM.PK;US12504V1070;CCOM Group Inc;Industrials;USA
EVSV.PK;US29403A3077;Enviro-Serv Inc;Industrials;USA
ADFT.PK;US00687B1052;ADFITECH Inc;Industrials;USA
BTIM.PK;US09664B2025;Boatim Inc;Technology;USA
RNWR.PK;US28252A1034;808 Renewable Energy Corp;Industrials;USA
PCPZ.PK;US5245941084;Leeward Group Holdings Inc;Industrials;USA
CGEI.PK;US1252861042;CGE Energy Inc;Energy;USA
HPST.PK;US42470Q1058;Hempstract Inc;Energy;USA
SOBR.PK;US8335921081;Sobr Safe Inc;Technology;USA
NMXS.PK;US64111U2042;Net Medical Xpress Solutions Inc;Technology;USA
HYEG.PK;US4488761028;Hydrogen Engine Center Inc;Industrials;USA
FCCN.PK;US84757R1095;Spectral Capital Corp;Technology;USA
EARI.PK;US29382T4004;Entertainment Arts Research Inc;Technology;USA
BUNM.PK;US1222151060;Burned Media Ltd;Industrials;USA
GPGC.PK;US37956E2046;Global Pole Trusion Group Corp;Industrials;USA
BKRP.PK;US09225J1088;Black Rock Petroleum Co;Energy;USA
AATV.PK;US00650A1007;Adaptive Ad Systems Inc;Technology;USA
INAR.PK;US46062P3001;InternetArray Inc;Technology;USA
NXMR.PK;US65338F1021;Nextmart Inc;Technology;USA
TDCH.PK;US88430R1059;30DC Inc;Technology;USA
SITS.PK;US8430753009;Southern ITS International Inc;Technology;USA
BROE.PK;US06828L3087;Baron Energy Inc;Energy;USA
CRMK.PK;US1567781026;Cermetek Microelectronics Inc;Technology;USA
SANT.PK;US80288B2097;Santeon Group Inc;Technology;USA
SPRN.PK;US86845R2076;Supernova Energy Inc;Energy;USA
SENR.PK;US86271N1000;Strategic Environmental & Energy Resources Inc;Industrials;USA
HLRD.PK;US4315961056;Hilliard Corp;Industrials;USA
GIGA.PK;US3751753043;Giga-tronics Inc;Industrials;USA
BCDS.PK;US0934181019;Blaqclouds Inc;Energy;USA
SPRV.PK;US8686482055;Supurva Healthcare Group Inc;Industrials;USA
FTWS.PK;US33972Q1076;Flitways Technology Inc;Technology;USA
MAPL.PK;US5653111071;Maple Press Co;Industrials;USA
SPSO.PK;US84752F1003;Spectacular Solar Inc;Industrials;USA
FBEC.PK;US30255M1009;FBEC Worldwide Inc;Industrials;USA
EVTN.PK;US29407T2033;Enviro Technologies US Inc;Industrials;USA
TNRK.PK;US8725952027;TNR Technical Inc;Industrials;USA
EMBR.PK;US29079F2002;Embarr Downs Inc;Industrials;USA
ATHC.PK;US00436J1025;Accelerated Technologies Holding Corp;Technology;USA
WDDD.PK;US98159J2006;Worlds Inc;Technology;USA
WSTM.PK;CA44329V1031;HR Soft Inc;Technology;USA
ABWN.PK;US00928L3006;Airborne Wireless Network;Technology;USA
TRAA.PK;US89237X1054;Traack Technologies Inc;Industrials;USA
BDCO.PK;US0953953074;Blue Dolphin Energy Co;Energy;USA
CGLO.PK;US2196321069;Coro Global Inc;Technology;USA
KGRI.PK;US88338P4090;Kiley Group Inc;Industrials;USA
CRKT.PK;US1729711036;Cirmaker Technology Corp;Technology;USA
CMCZ.PK;US2314681097;Curtis Mathes Corp;Industrials;USA
OMWS.PK;US68217K2006;Omnia Wellness Inc;Technology;USA
TCCO.PK;US8784091014;Technical Communications Corp;Technology;USA
ETCC.PK;US2940921016;Environmental Tectonics Corp;Industrials;USA
SPLM.PK;US81730Y1029;Sentry Petroleum Ltd;Energy;USA
CHNO.PK;US13136H1023;Classworx Inc;Technology;USA
CLNH.PK;US18727D1054;Clinigence Holdings Inc;Technology;USA
TKOI.PK;US8796041064;Telkonet Inc;Technology;USA
UITA.PK;US91801E1091;Utilicraft Aerospace Industries Inc;Industrials;USA
WGNR.PK;US9485851045;Wegener Corp;Technology;USA
BLNC.PK;US05762T1034;Balance Labs Inc;Industrials;USA
INSO.PK;US45673Q1031;Industry Source Consulting Inc;Energy;USA
EXEO.PK;US30162T1079;Exeo Entertainment Inc;Technology;USA
BHPA.PK;US05549Q1094;BHPA Inc;Technology;USA
TMMI.PK;US87258Q1085;TMM Inc;Technology;USA
BPCP.PK;US09141T2069;Bishop Capital Corp;Industrials;USA
SKVY.PK;US81731K1016;Sentry Technology Corp;Technology;USA
KEGX.PK;US49309J2024;Key Energy Services Inc;Energy;USA
MGCV.PK;US5527731039;MGC Ventures Inc;Industrials;USA
LTES.PK;US5245281069;Leet Technology Inc;Industrials;USA
PRKV.PK;US7014961012;ParkVida Group Inc;Industrials;USA
VSMR.PK;US92346H1023;Verify Smart Corp;Technology;USA
ATCN.PK;US0468101078;Atec Inc;Industrials;USA
SODE.PK;US8336191098;Social Detention Inc;Industrials;USA
YSGG.PK;US68248J1079;1399 Internet Technology Application Group Inc;Industrials;USA
NCPL.PK;US64113L1035;Netcapital Inc;Technology;USA
HMNY.PK;US42327L3096;Helios and Matheson Analytics Inc;Technology;USA
MOST.PK;US60743J1043;MobileSmith Inc;Technology;USA
MSEZ.PK;US58448A2042;Media Sentiment Inc;Technology;USA
GESI.PK;US36976L1070;General European Strategic Investments Inc;Industrials;USA
FDIT.PK;US31772N1000;Findit Inc;Technology;USA
UNXP.PK;US91023E1010;United Express Inc;Industrials;USA
JSTS.PK;US4821961020;Justiss Oil Company Inc;Energy;USA
ATVK.PK;US03078H1032;Ameritek Ventures;Industrials;USA
INRD.PK;US45779C1071;Inrad Optics Inc;Industrials;USA
SCTC.PK;US81063V2043;Scoutcam Inc;Technology;USA
BRTI.PK;US09258R1005;Blackridge Technology International Inc;Technology;USA
LVWD.PK;US53838Q1094;Live World Inc;Technology;USA
SPND.PK;US8485502087;Spindletop Oil and Gas Co;Energy;USA
ANDR.PK;US0343931087;Andrea Electronics Corp;Technology;USA
PMEA.PK;US69342B1070;PM & E Inc;Industrials;USA
SOEN.PK;US8341561012;Solar EnerTech Corp;Energy;USA
QDLC.PK;US74730R1023;Quadlogic Controls Corp;Industrials;USA
EVOA.PK;US26928L1070;EVO Transportation & Energy Services Inc;Energy;USA
ARTM.PK;US02864L1044;American Nortel Communications Inc;Technology;USA
CERX.PK;US19529P2056;Colombia Energy Resources Inc;Energy;USA
NCRA.PK;US6551863029;Nocera Inc;Industrials;USA
CHMX.PK;US65344R1086;NEXT-ChemX Corp;Industrials;USA
LTCP.PK;US53227U2087;Life's Time Capsule Services Inc;Technology;USA
BCAP.PK;US06827T1043;Baron Capital Enterprise Inc;Industrials;USA
BEHL.PK;US09060S1069;Biocentric Energy Holdings Inc;Industrials;USA
INOH.PK;US4532291063;In Ovations Holdings Inc;Industrials;USA
RCHN.PK;US7790841024;Rouchon Industries Inc;Industrials;USA
BMTM.PK;US10919T1051;Bright Mountain Media Inc;Technology;USA
AREB.PK;US02919L1098;American Rebel Holdings Inc;Industrials;USA
GOSY.PK;US36840U1016;GeckoSystems International Corp;Technology;USA
TRKX.PK;US8947253089;Trek Resources Inc;Energy;USA
CSTI.PK;US22161J2069;Costar Technologies Inc;Industrials;USA
TMIX.PK;US8764921099;Tarsin Mobile Inc;Technology;USA
PAYD.PK;US69561N4025;Paid Inc;Technology;USA
EAWD.PK;US29279A1007;Energy & Water Development Corp;Industrials;USA
KSIH.PK;US4826821013;KS International Holdings Corp;Technology;USA
TURA.PK;US89990A1025;Turbine Aviation Inc;Industrials;USA
ADFS.PK;US0253511077;American Defense Systems Inc;Industrials;USA
PXHI.PK;US71922R1068;Phonex Holdings Inc;Technology;USA
EFSH.PK;US28252B3096;1847 Holdings LLC;Industrials;USA
MTRI.PK;US59164N1072;Metro Inc;Technology;USA
CRBO.PK;US14110Q2093;Carbon Energy Corp;Energy;USA
ORHK.PK;US6854441010;OrangeHook Inc;Technology;USA
CLOQ.PK;US23249K1088;Cyberloq Technologies Inc;Technology;USA
HLOC.PK;US42349A1097;Helo Corp;Technology;USA
RBDC.PK;US7492832065;Rbid.Com Inc;Industrials;USA
QURT.PK;US7476961021;Quarta-Rad Inc;Industrials;USA
DIAH.PK;US25265K1025;Diamond Holdings Inc;Energy;USA
FBSE.PK;US31189L1017;Fastbase Inc;Technology;USA
CYCA.PK;US12673W4078;Cytta Corp;Technology;USA
VHLD.PK;US92243Y1091;Momentum Biofuels Inc;Energy;USA
ESOA.PK;US29271Q1031;Energy Services Of America Corp;Industrials;USA
KLDI.PK;US4984551048;KLDiscovery Inc;Technology;USA
WBSI.PK;US94770G1058;Websafety Inc;Technology;USA
SPGX.PK;US86933P1057;Sustainable Projects Group Inc;Industrials;USA
DIGP.PK;US2538252022;Digipath Inc;Industrials;USA
BRYN.PK;US1176941094;Excelsior Solutions Corp;Technology;USA
CLEV.PK;US2067011047;Concrete Leveling Systems Inc;Industrials;USA
VYEY.PK;US92647V1070;Victory Oilfield Tech Inc;Energy;USA
GHST.PK;US37444Q1085;GHST World Inc;Technology;USA
VTEQ.PK;US9234493008;Veriteq Corp;Technology;USA
NUGL.PK;US6294291017;NUGL Inc;Technology;USA
FCGY.PK;US3454441037;Forecastagility Corp;Technology;USA
PTOI.PK;US72759R1023;Plastic2Oil Inc;Energy;USA
HCGS.PK;US42984M1036;HighCom Global Security Inc;Industrials;USA
BCWG.PK;US05491E1047;BCW Group Holding Inc;Technology;USA
VSST.PK;US92863D1046;Voice Assist Inc;Technology;USA
GSVI.PK;US36230D2062;GSV Inc;Energy;USA
PPMT.PK;US74317U2050;Profit Planners Management Inc;Industrials;USA
ATIW.PK;US00207F1075;ATI Networks Inc;Technology;USA
LBRG.PK;US50582Q2021;Ladybug Resource Group Inc;Industrials;USA
DBRM.PK;US2395591074;Daybreak Oil and Gas Inc;Energy;USA
PNRC.PK;US74050H1068;Premier Energy Corp;Energy;USA
HIMR.PK;US4357304033;Hollund Industrial Marine Inc;Industrials;USA
WAYS.PK;US94353G2093;Wave Sync Corp;Technology;USA
KGNR.PK;US4841991049;Kange Corp;Technology;USA
NFEI.PK;US64439S3031;New Frontier Energy Inc;Energy;USA
RSTN.PK;US74940T1043;RDE Inc;Technology;USA
DYNE.PK;US2681804033;Dyntek Inc;Technology;USA
RVTI.PK;US7680272033;Rival Technologies Inc;Energy;USA
FRCN.PK;US3181772019;Firemans Contractors, Inc.;Industrials;USA
PIHG.PK;US72941G1058;Plural Industry Holding Group Co Ltd;Industrials;USA
IMTV.PK;US45249L1098;Imagine All The People Inc;Technology;USA
ASFT.PK;US03834U1097;AppSoft Technologies Inc;Technology;USA
JTBK.PK;US47714A1051;Jetblack Corp;Technology;USA
VTDRF.PK;KYG9325C1050;Vantage Drilling International;Energy;USA
APHE.PK;US02073X1054;Alpha Energy Inc;Energy;USA
TSRR.PK;US89267V1026;Tradestar Resources Corp;Industrials;USA
ARRT.PK;US04316M1027;Artisan Consumer Goods Inc;Industrials;USA
SORT.PK;US4032031027;IncJet Holding Inc;Technology;USA
ZIPL.PK;US9897411032;ZipLink Inc;Technology;USA
KANP.PK;US48282H3084;Kaanapali Land LLC;Industrials;USA
GWPD.PK;US38386T1007;GP Solutions Inc;Industrials;USA
IBAL.PK;US4590411090;International Baler Corp;Industrials;USA
CNGI.PK;US2066212034;Concordia Group Inc;Industrials;USA
PRKI.PK;US71400X1046;Perk International Inc;Technology;USA
MCTH.PK;US58455T2033;Medical Connections Holdings Inc;Industrials;USA
OPVS.PK;US63009W1080;NanoFlex Power Corp;Energy;USA
GWTI.PK;US39679T1043;Greenway Technologies Inc;Energy;USA
LICH.PK;US53814T1016;LiveChain Inc;Technology;USA
DAAT.PK;US23302R1077;DAC Technologies Group International Inc;Industrials;USA
SYNJ.PK;US23955L1008;Day Tradexchange Inc;Industrials;USA
SCDA.PK;US05575Y2081;B-Scada Inc;Technology;USA
PERT.PK;US7142051017;Permanent Technologies Inc;Industrials;USA
TRRE.PK;US88101J2006;Terra Energy Resources Ltd;Energy;USA
CRWE.PK;US22834M3051;Crown Equity Holdings Inc;Technology;USA
AFBG.PK;US02589V1061;American Fiber Green Products Inc;Industrials;USA
GRWC.PK;US3998182022;Grow Capital Inc;Technology;USA
VPTV.PK;US92659J1097;Genroco International Inc;Technology;USA
ALOD.PK;US0194871077;Allied Resources Inc;Energy;USA
TPPM.PK;US8726331023;TMPOS Inc;Technology;USA
MFCO.PK;US5951761080;Microwave Filter Company Inc;Technology;USA
AASL.PK;US03063J2050;America's Suppliers Inc;Technology;USA
RWCI.PK;US7499041082;RWC Inc;Industrials;USA
ISOL.PK;US45244M1027;1mage Software Inc;Technology;USA
ESWW.PK;US29408K2015;Environmental Solutions Worldwide Inc;Industrials;USA
NRIS.PK;US6563571008;Norris Industries Inc;Energy;USA
CISO.PK;US15672X1028;Cerberus Cyber Sentinel Corp;Technology;USA
DNDT.PK;US23325K2042;DND Technologies Inc;Technology;USA
CHIF.PK;US1693742041;China Food and Beverage Co;Technology;USA
ETEC.PK;US2924682048;Emtec Inc;Technology;USA
VIHD.PK;US92837Y1010;VISION HYDROGEN Corp;Energy;USA
GSDT.PK;US36263B1017;Gsdt Fintech Group Inc;Industrials;USA
WWRL.PK;US98155B1026;World Wireless Communications Inc;Technology;USA
